0302.13.00,"--	Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus)",0
0302.14.00,--	Salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho),0
0302.19.00,--	Outros,0
0302.21.00,"--	Linguados-gigantes (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0
0302.22.00,--	Solha (Pleuronectes platessa),0
0302.23.00,--	Linguados (Solea spp.),0
0302.24.00,--	Pregado (Psetta maxima),0
0302.29.00,--	Outros,0
0302.31.00,--	Albacora-branca (Thunnus alalunga),0
0302.32.00,--	Albacora-laje (Thunnus albacares),0
0302.33.00,--	Bonito-listrado,0
0302.34.00,--	Albacora-bandolim (Thunnus obesus),0
0302.35.00,"--	Atuns azuis (Thunnus thynnus, Thunnus orientalis)",0
0302.36.00,--	Atum azul do Sul (Thunnus maccoyii),0
0302.39.00,--	Outros,0
0302.41.00,"--	Arenques (Clupea harengus, Clupea pallasii)",0
0302.42.10,Anchoita (Engraulis anchoita),0
0302.42.90,Outros,0
0302.43.00,"--	Sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus)",0
0302.44.00,"--	Cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0
0302.45.00,--	Chicharros (Trachurus spp.),0
0302.46.00,--	Bijupirá (Rachycentron canadum),0
0302.47.00,--	Espadarte (Xiphias gladius),0
0302.51.00,"--	Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)",0
0302.52.00,--	Haddock ou lubina (Melanogrammus aeglefinus),0
0302.53.00,--	Saithe (Pollachius virens),0
0302.54.00,"--	Merluzas e abróteas (Merluccius spp., Urophycis spp.)",0
0302.55.00,--	Merluza-do-alasca (Theragra chalcogramma),0
0302.56.00,"--	Verdinhos (Micromesistius poutassou, Micromesistius australis)",0
0302.59.00,--	Outros,0
0302.71.00,--	Tilápias (Oreochromis spp.),0
0302.72.10,Bagre (Ictalurus puntactus),0
0302.72.90,Outros,0
0302.73.00,"--	Carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophtalmichtys spp., Mylopharyngodon piceus)",0
0302.74.00,--	Enguias (Anguilla spp.),0
0302.79.00,--	Outros,0
0302.81.00,--	Cação e outros tubarões,0
0302.82.00,--	Raias (Rajidae),0
0302.83.10,Merluza negra (Dissostichus eleginoides),0
0302.83.20,Merluza antártica (Dissostichus mawsoni),0
0302.84.00,--	Robalos (Dicentrarchus spp.),0
0302.85.00,--	Pargos ou sargos (Sparidae),0
0302.89.11,"Agulhões (Istiophorus spp., Tetrapturus spp., Makaira spp.)",0
0302.89.12,Pargo (Lutjanus purpureus),0
0302.89.21,Cherne-poveiro (Polyprion americanus),0
0302.89.22,Garoupas (Acanthistius spp.),0
0302.89.23,Esturjão (Acipenser baeri),0
0302.89.24,Peixes-rei (Atherina spp.),0
0302.89.31,Curimatãs (Prochilodus spp.),0
0302.89.32,"Tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos)",0
0302.89.33,Surubins (Pseudoplatystoma spp.),0
0302.89.34,Traíra (Hoplias malabaricus & H. cf. lacerdae),0
0302.89.35,Piaus (Leporinus spp.),0
0302.89.36,Tainhas (Mugil spp.),0
0302.89.37,Pirarucu (Arapaima gigas),0
0302.89.38,Pescadas (Cynocion spp.),0
0302.89.41,Piramutaba (Brachyplatystoma vaillantii),0
0302.89.42,Dourada (Brachyplatystoma flavicans),0
0302.89.43,Pacu (Piaractus mesopotamicus),0
0302.89.44,Tambaqui (Colossoma macropomum),0
0302.89.45,Tambacu (híbrido de tambaqui e pacu),0
0302.89.90,Outros,0
0302.90.00,"-	Fígados, ovas e sêmen",0
0303.11.00,--	Salmão (Oncorhynchus nerka),0
0303.12.00,"--	Outros salmões-do-pacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus)",0
0303.13.00,--	Salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho),0
0303.14.00,"--	Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)",0
0303.19.00,--	Outros,0
0303.23.00,--	Tilápias (Oreochromis spp.),0
0303.24.10,Bagre (Ictalurus puntactus),0
0303.24.90,Outros,0
0303.25.00,"--	Carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)",0
0303.26.00,--	Enguias (Anguilla spp.),0
0303.29.00,--	Outros,0
0303.31.00,"--	Linguados-gigantes (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0
0303.32.00,--	Solha (Pleuronectes platessa),0
0303.33.00,--	Linguados (Solea spp.),0
0303.34.00,--	Pregado (Psetta maxima),0
0303.39.00,--	Outros,0
0303.41.00,--	Albacora-branca (Thunnus alalunga),0
0303.42.00,--	Albacora-laje (Thunnus albacares),0
0303.43.00,--	Bonito-listrado,0
0303.44.00,--	Albacora-bandolim (Thunnus obesus),0
0303.45.00,"--	Atuns azuis (Thunnus thynnus, Thunnus orientalis)",0
0303.46.00,--	Atum azul do Sul (Thunnus maccoyii),0
0303.49.00,--	Outros,0
0303.51.00,"--	Arenques (Clupea harengus, Clupea pallasii)",0
0303.53.00,"--	Sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.), anchoveta (Sprattus sprattus)",0
0303.54.00,"--	Cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0
0303.55.00,--	Chicharros (Trachurus spp.),0
0303.56.00,--	Bijupirá (Rachycentron canadum),0
0303.57.00,--	Espadarte (Xiphias gladius),0
0303.63.00,"--	Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)",0
0303.64.00,--	Haddock ou lubina (Melanogrammus aeglefinus),0
0303.65.00,--	Saithe (Pollachius virens),0
0303.66.00,"--	Merluzas e abróteas (Merluccius spp., Urophycis spp.)",0
0303.67.00,--	Merluza-do-alasca (Theragra chalcogramma),0
0303.68.00,"--	Verdinhos (Micromesistius poutassou, Micromesistius australis)",0
0303.69.10,Merluza rosada (Macruronus magellanicus),0
0303.69.90,Outros,0
0303.81.11,Inteiro,0
0303.81.12,"Eviscerado, sem cabeça e sem barbatanas",0
0303.81.13,"Em pedaços, com pele",0
0303.81.14,"Em pedaços, sem pele",0
0303.81.19,Outros,0
0303.81.90,Outros,0
0303.82.00,--	Raias (Rajidae),0
0303.83.11,"Evisceradas, sem cabeça e sem cauda",0
0303.83.12,Cabeças,0
0303.83.19,Outras,0
0303.83.21,"Evisceradas, sem cabeça e sem cauda",0
0303.83.22,Cabeças,0
0303.83.29,Outras,0
0303.84.00,--	Robalos (Dicentrarchus spp.),0
0303.89.10,Corvina (Micropogonias furnieri),0
0303.89.20,Pescadas (Cynoscion spp.),0
0303.89.31,"Agulhões (Istiophorus spp., Tetrapturus spp., Makaira spp.)",0
0303.89.32,Pargo (Lutjanus purpureus),0
0303.89.33,Peixe-sapo (Lophius gastrophysus),0
0303.89.41,Cherne-poveiro (Polyprion americanus),0
0303.89.42,Garoupas (Acanthistius spp.),0
0303.89.43,Tainhas (Mujil spp.),0
0303.89.44,"Esturjões (Acipenser baeri, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus)",0
0303.89.45,Peixes-rei (Atherina spp.),0
0303.89.46,Nototenias (Patagonotothen spp.),0
0303.89.51,Curimatãs (Prochilodus spp.),0
0303.89.52,"Tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos)",0
0303.89.53,Surubins (Pseudoplatystoma spp.),0
0303.89.54,Traíra (Hoplias malabaricus & H. cf. lacerdae),0
0303.89.55,Piaus (Leporinus spp.),0
0303.89.56,Pirarucu (Arapaima gigas),0
0303.89.57,Anchoita (Engraulis anchoita),0
0303.89.61,Piramutaba (Brachyplatystoma vaillantii),0
0303.89.62,Dourada (Brachyplatystoma flavicans),0
0303.89.63,Pacu (Piaractus Mesopotamicus),0
0303.89.64,Tambaqui (Colossoma macropomum),0
0303.89.65,Tambacu (híbrido de tambaqui e pacu),0
0303.89.90,Outros,0
0303.90.00,"-	Fígados, ovas e sêmen",0
0304.31.00,--	Tilápias (Oreochromis spp.),0
0304.32.10,Bagre (Ictalurus puntactus),0
0304.32.90,Outros,0
0304.33.00,--	Perca-do-nilo (Lates niloticus),0
0304.39.00,--	Outros,0
0304.41.00,"--	Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho)",0
0304.42.00,"--	Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)",0
0304.43.00,"--	Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae)",0
0304.44.00,"--	Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae",0
0304.45.00,--	Espadarte (Xiphias gladius),0
0304.46.00,--	Merluza negra e merluza antártica (Dissostichus spp.),0
0304.49.10,Cherne-poveiro (Polyprion americanus),0
0304.49.20,Garoupas (Acanthistius spp.),0
0304.49.90,Outros,0
0304.51.00,"--	Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)",0
0304.52.00,--	Salmonídeos,0
0304.53.00,"--	Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae",0
0304.54.00,--	Espadarte (Xiphias gladius),0
0304.55.00,--	Merluza negra e merluza antártica (Dissostichus spp.),0
0304.59.00,--	Outros,0
0304.61.00,--	Tilápias (Oreochromis spp.),0
0304.62.10,Bagre (Ictalurus puntactus),0
0304.62.90,Outros,0
0304.63.00,--	Perca-do-nilo (Lates niloticus),0
0304.69.00,--	Outros,0
0304.71.00,"--	Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)",0
0304.72.00,--	Haddock ou lubina (Melanogrammus aeglefinus),0
0304.73.00,--	Saithe (Pollachius virens),0
0304.74.00,"--	Merluzas e abróteas (Merluccius spp., Urophycis spp.)",0
0304.75.00,--	Merluza-do-alasca (Theragra chalcogramma),0
0304.79.00,--	Outros,0
0304.81.00,"--	Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho)",0
0304.82.00,"--	Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)",0
0304.83.00,"--	Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae)",0
0304.84.00,--	Espadarte (Xiphias gladius),0
0304.85.10,Merluza negra (Dissostichus eleginoides),0
0304.85.20,Merluza antártica (Dissostichus mawsoni),0
0304.86.00,"--	Arenques (Clupea harengus, Clupea pallasii)",0
0304.87.00,"--	Atuns (do gênero Thunnus), bonito-listrado (Euthynnus (Katsuwonus) pelamis)",0
0304.89.10,Pargo (Lutjanus purpureus),0
0304.89.20,Cherne-poveiro (Polyprion americanus),0
0304.89.30,Garoupas (Acanthistius spp.),0
0304.89.40,Tubarão-azul (Prionace glauca),0
0304.89.90,Outros,0
0304.91.00,--	Espadarte (Xiphias gladius),0
0304.92.11,Bochechas (cheeks),0
0304.92.12,Colares (collars),0
0304.92.19,Outros,0
0304.92.21,Bochechas (cheeks),0
0304.92.22,Colares (collars),0
0304.92.29,Outros,0
0304.93.00,"--	Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)",0
0304.94.00,--	Merluza-do-alasca (Theragra chalcogramma),0
0304.95.00,"--	Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto a merluza-do-alasca (Theragra chalcogramma)",0
0304.99.00,--	Outros,0
0305.10.00,"-	Farinhas, pós e pellets, de peixe, próprios para alimentação humana",0
0305.20.00,"-	Fígados, ovas e sêmen, de peixes, secos, defumados, salgados ou em salmoura",0
0305.31.00,"--	Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)",0
0305.32.10,"Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)",0
0305.32.20,Saithe (Pollachius virens),0
0305.32.90,Outros,0
0305.39.10,Ling (Molva molva) e zarbo (Brosme brosme),0
0305.39.90,Outros,0
0305.41.00,"--	Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho)",5
0305.42.00,"--	Arenques (Clupea harengus, Clupea pallasii)",5
0305.43.00,"--	Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)",0
0305.44.00,"--	Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)",0
0305.49.10,"Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)",5
0305.49.20,"Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme)",0
0305.49.90,Outros,0
0305.51.00,"--	Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)",5
0305.59.10,Das espécies citadas na Nota Complementar 1 deste Capítulo,5
0305.59.90,Outros,5
0305.61.00,"--	Arenques (Clupea harengus, Clupea pallasii)",5
0305.62.00,"--	Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)",5
0305.63.00,--	Anchovas (Engraulis spp.),0
0305.64.00,"--	Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)",0
0305.69.10,"Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme)",0
0305.69.90,Outros,0
0305.71.00,--	Barbatanas de tubarão,0
0305.72.00,"--	Cabeças, caudas e bexigas natatórias, de peixes",5
0305.79.00,--	Outros,5
0306.11.10,Inteiras,0
0306.11.90,Outras,0
0306.12.00,--	Lavagantes (Homarus spp.),0
0306.14.00,--	Caranguejos,0
0306.15.00,--	Lagosta norueguesa (Nephrops norvegicus),0
0306.16.10,Inteiros,0
0306.16.90,Outros,0
0306.17.10,Inteiros,0
0306.17.90,Outros,0
0306.19.10,Krill (Euphausia superba),0
0306.19.90,Outros,0
0306.21.00,"--	Lagostas (Palinurus spp., Panulirus spp., Jasus spp.)",0
0306.22.00,--	Lavagantes (Homarus spp.),0
0306.24.00,--	Caranguejos,0
0306.25.00,--	Lagosta norueguesa (Nephrops norvegicus),0
0306.26.00,"--	Camarões de água fria (Pandalus spp., Crangon crangon)",0
0306.27.00,--	Outros camarões,0
0306.29.10,Lagosta de água doce (Cherax quadricarinatus),0
0306.29.90,Outros,0
0307.11.00,"--	Vivas, frescas ou refrigeradas",0
0307.19.00,--	Outras,0
0307.21.00,"--	Vivos, frescos ou refrigerados",0
0307.29.00,--	Outros,0
0307.31.00,"--	Vivos, frescos ou refrigerados",0
0307.39.00,--	Outros,0
0307.41.00,"--	Vivas, frescas ou refrigeradas",0
0307.49.11,"Lulas (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.)",0
0307.49.19,Outras,0
0307.49.90,Outras,0
0307.51.00,"--	Vivos, frescos ou refrigerados",0
0307.59.10,Congelados,0
0307.59.90,Outros,0
0307.60.00,"-	Caracóis, exceto os do mar",0
0307.71.00,"--	Vivos, frescos ou refrigerados",0
0307.79.00,--	Outros,0
0307.81.00,"--	Vivos, frescos ou refrigerados",0
0307.89.00,--	Outros,0
0307.91.00,"--	Vivos, frescos ou refrigerados",0
0307.99.00,--	Outros,0
0308.11.00,"--	Vivos, frescos ou refrigerados",0
0308.19.00,--	Outros,0
0308.21.00,"--	Vivos, frescos ou refrigerados",0
0308.29.00,--	Outros,0
0308.30.00,-	Medusas (águas-vivas) (Rhopilema spp.),0
0308.90.00,-	Outros,0
0401.10.10,Leite UHT (Ultra High Temperature),NT
0401.10.90,Outros,NT
0401.20.10,Leite UHT (Ultra High Temperature),NT
0401.20.90,Outros,NT
0401.40.10,Leite,NT
0401.40.21,UHT (Ultra High Temperature),NT
0401.40.29,Outros,NT
0401.50.10,Leite,NT
0401.50.21,UHT (Ultra High Temperature),NT
0401.50.29,Outros,NT
0402.10.10,"Com um teor de arsênio, chumbo ou cobre, considerados isoladamente, inferior a 5 ppm",0
0402.10.90,Outros,0
0402.21.10,Leite integral,0
0402.21.20,Leite parcialmente desnatado,0
0402.21.30,Creme de leite,0
0402.29.10,Leite integral,0
0402.29.20,Leite parcialmente desnatado,0
0402.29.30,Creme de leite,0
0402.91.00,--	Sem adição de açúcar ou de outros edulcorantes,0
0402.99.00,--	Outros,0
0403.10.00,-	Iogurte,NT
0403.90.00,-	Outros,NT
0404.10.00,"-	Soro de leite, modificado ou não, mesmo concentrado ou adicionado de açúcar ou de outros edulcorantes",NT
0404.90.00,-	Outros,NT
0405.10.00,-	Manteiga,0
0405.20.00,-	Pasta de espalhar (pasta de barrar) de produtos provenientes do leite,0
0405.90.10,Óleo butírico de manteiga (butter oil),0
0405.90.90,Outras,0
0406.10.10,Mussarela,0
0406.10.90,Outros,0
0406.20.00,"-	Queijos ralados ou em pó, de qualquer tipo",0
0406.30.00,"-	Queijos fundidos, exceto ralados ou em pó",0
0406.40.00,-	Queijos de pasta mofada e outros queijos que apresentem veios obtidos utilizando Penicillium roqueforti,0
0406.90.10,"Com um teor de umidade inferior a 36,0 %, em peso (massa dura)",0
0406.90.20,"Com um teor de umidade superior ou igual a 36,0 % e inferior a 46,0 %, em peso (massa semidura)",0
0406.90.30,"Com um teor de umidade superior ou igual a 46,0 % e inferior a 55,0 %, em peso (massa macia)",0
0406.90.90,Outros,0
